Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
CO2 emissions (kt),EN.ATM.CO2E.KT,IBRD only,IBD,8929720.30952364,10029521.56074,18689600,19263990,19763900,19941800,19845450,19902630,20344460,20938730,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,IDA & IBRD total,IBT,9350193.57130029,10533872.7568032,19417415.8338957,19985125.2009012,20501044.1792102,20703760.9472236,20620736.7416826,20724486.9753909,21220900.8697318,21860535.5217268,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,IDA blend,IDB,276634.874178646,332532.127055178,414270,400120,415140,423580,424310,449690,474460,505410,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,IDA only,IDX,139265.523635125,166839.349051692,304298.505835442,311456.663519405,312058.04927499,328591.061064114,341495.372361914,363012.750837155,393010.68776403,407199.314404265,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,IDA total,IDA,418080.753097669,502087.079223379,720951.601003854,713695.671365683,729482.982087283,754423.089864005,767965.184070425,814983.254246412,869798.90069809,915178.569633271,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Late-demographic dividend,LTE,6299585.59887804,6750025.82793282,13652799.9915837,13992356.8476601,14433608.5500354,14360887.3690962,14305417.4529332,14285376.5790834,14543128.4008475,14912796.9216529,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Latin America & Caribbean,LCN,899521.560010083,1274171.42570939,1675332.22177943,1734371.90107131,1778631.33007214,1790321.34921568,1782849.90219785,1747810.34046936,1713340.03184698,1689187.43577303,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Latin America & Caribbean (excluding high income),LAC,730330,1045530,1365790,1406200,1443720,1463440,1465780,1442170,1421350,1408370,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Latin America & the Caribbean (IDA & IBRD countries),TLA,846730,1221880,1615470,1671480,1717780,1730430,1722720,1687450,1656490,1633250,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Least developed countries: UN classification,LDC,68556.1550595224,107350.11459104,229443.885422503,239989.639752045,258124.571461542,277684.823890682,288955.977099205,310386.331181776,331230.383124353,338640.029134978,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Low & middle income,LMY,8990535.94970945,10119645.0836098,18883932.3989046,19446572.3638731,19948742.9084961,20175506.6731331,20092679.3732224,20201900.8658996,20687299.6833284,21334207.7303944,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Low income,LIC,190153.091954135,156041.404149707,185401.146836511,175662.758741662,156787.615063905,163116.881907559,147652.168422256,156142.398541008,152609.069963241,149413.711945085,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lower middle income,LMC,2213573.21729434,2692296.59154791,4380573.046318,4570086.19751872,4652369.52966142,4913355.86867488,4967186.17959693,5095344.99912323,5308121.50077267,5608350.96799786,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Middle East & North Africa,MEA,847589.536627642,1286168.13503203,2181023.78876632,2307912.89576013,2351557.04974313,2443881.99341017,2477603.37307382,2495121.2335001,2529043.27594068,2531611.75948543,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Middle East & North Africa (excluding high income),MNA,525988.071927235,791901.691033273,1261561.94336795,1323819.53699805,1350387.74359407,1398812.55364594,1385493.21399966,1398550.79791593,1436132.88022854,1470946.39231988,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Middle East & North Africa (IDA & IBRD countries),TMN,522460,786590,1253100,1314940,1341330,1389430,1376200,1389170,1426500,1461080,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Middle income,MIC,8801316.64689319,9962813.82535409,18693794.2482869,19265560.2010181,19785934.2726487,20006403.9413466,19938728.7904212,20039600.9948248,20528219.1874424,21177938.6673191,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,North America,NAC,5266383.37670672,6294127.03002909,5722290.1811996,5499724.10453784,5648288.23626019,5666856.25164582,5543983.21017687,5441468.95712913,5378301.68927089,5558099.30377015,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,OECD members,OED,11335120,12882420,12449720,12262310,12321670,12094430,12032840,11961830,11924640,11998460,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Other small states,OSS,85989.7781562103,91193.056863856,166159.014011309,174865.070771582,180585.332084048,187039.475779308,185983.891530083,187944.262278644,192096.226992261,197072.552738607,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Pacific island small states,PSS,1678.35820895522,2010,2480,2410,2570,2760,2950,3490,3590,3780,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Post-demographic dividend,PST,11364605.3203623,12285891.4842379,11601466.6569641,11390512.9722928,11455005.4184579,11206623.980318,11060907.2723915,10951803.3587856,10847669.6898607,10935463.9309272,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Pre-demographic dividend,PRE,184055.01534866,225894.621850691,393254.791867768,415673.526363849,441800.768949695,461688.971381734,455631.650844057,472632.530486471,479921.506200142,513004.571870087,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Small states,SST,116102.94609287,126101.718452802,209810.376198553,220175.350264466,224574.438094766,230018.058195274,228390.998312834,228009.342291027,231343.810692077,237761.658006144,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,South Asia,SAS,643080,1075940,1991420,2145490,2203550,2389180,2422620,2479230,2622720,2770040,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,South Asia (IDA & IBRD),TSA,643080,1075940,1991420,2145490,2203550,2389180,2422620,2479230,2622720,2770040,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sub-Saharan Africa,SSF,399239.201788188,477085.654590431,713356.837743714,739647.332613006,771046.219406582,798787.276962011,777968.88796473,785929.452973371,801739.739680406,823424.721830527,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sub-Saharan Africa (excluding high income),SSA,399090.997815705,476503.814780733,712958.585146119,739198.804965916,770638.207769925,798329.066393456,777470.231840796,785390.542931806,801150.551260482,822805.44761491,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sub-Saharan Africa (IDA & IBRD countries),TSS,399239.201788188,477085.654590431,713356.837743714,739647.332613006,771046.219406582,798787.276962011,777968.88796473,785929.452973371,801739.739680406,823424.721830527,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Upper middle income,UMC,6587669.65462855,7270665.33125287,14312654.1375522,14694967.8734018,15132986.9235657,15092758.6425208,14971353.4720457,14944211.1376824,15220176.5453778,15569855.4508945,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,World,WLD,20607832.0596807,23311805.661438,32004027.8518917,32444191.5472416,33053846.5169509,33085191.9751693,32943427.7812085,32940650.0788955,33351608.0948268,34041045.9740377,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 04/08/2022,,,,,,,,,,,,,,,
